,label,sentence
1780,fear,"When we had swimming instruction, we had to take a header from á the springboard. I usually refused to do that, but at least I was á forced to."
3156,disgust,During a summer holiday at a bar I happened to see a dead to the á world woman.
2543,disgust,When I needed another job and tought that a good and known person á (my employer) could help me. He simply said that he couldn't help á me.
4482,fear,"We were camping in the mountains, and a friend and I went for a á walk.  It was getting darker and darker and we were not sure of á the right way back."
1174,fear,"I was travelling back home by boat with two friends of mine after á a lovely holiday trip.  The night and the sea were dark, and the á wind was blowing.  I feared that death was there on the boat, I á somehow felt sure about it.  I feared being left alone."
3005,shame,I was totally unprepared for a seminar conducted by an assistant á professor whom I highly respect.
6968,fear,Getting ill.
6341,shame,"[ I am quite shameless, not applicable.]"
7442,joy,"When I saw the certificate results, I did not feel very happy as I á did not realize that I had got all the credits until my á classmates pointed it out to me.  My parents and my relatives á praised me and I realized that my results were good i.e 2A, 5B, á 2C.  I felt satisfied with the results and was happy."
2790,joy,"I experienced this feeling when I was accepted as a student. á Because everything turned out different from my expectations. á Although I passed the exam successfully I was accepted as a á student only when I didn't expect it at all, namely at the á beginning of September."
4206,disgust,When I saw an accident where the man lost his head.
146,guilt,"Due to laziness, I failed the term studies completely at á University.  I also wanted, to some extent, to protest against my á parents' expectations."
7634,sadness,One night my father suddenly suffered from a heart attack which á lead to breathing difficulties.
206,sadness,"My sweetheart left me, or rather we decided to break it off by á mutual consent.  The consequences were - unrestrained weeping, á feelings of loneliness, hopelessness and disconsolation.  I felt á that I should find a friend, to talk to joyfully and to forget."
1850,fear,"When I wanted to go into a house, there was suddenly a big dog á standing beside me. It was hardly moving, but I did not know how á it would react later on."
4093,sadness,"I was to meet a girl in a discotheque.  She was very pretty and I á was very happy.  But she did not turn up.  Thank God, there were á some other friends there and I was able to have a more or less á good time."
661,disgust,I had intercourse with someone and then I realized that what I á had done was wrong and it disgusted me.
2120,shame,"When Dad went to a Sports Day and was the only parent there, and á he was cheering for us."
5026,guilt,When I told the driver at my workplace to lie and tell the boss á that it was not me who was responsible for the delay.  The boss á was very annoyed and the driver was punished and a day's salary á was taken away from him.
844,guilt,"Feeling helpless, not being able to accomplish what I really á wanted to do."
1112,anger,When my room-mates were watching video-tapes and prevented me á from watching the news.  The first feeling I had was that I was á being treated unfairly and then came the feeling of anger.
5943,disgust,When my friend who is close to me got engaged and did not invite á me.
1537,anger,"I was in \Hainburg\"" in December and I was angry about the á politicians and the police."""
1417,fear,"One night I had a feeling that somebody was stealing my car, á but I was too frightened to go and see."
454,fear,"A late Saturday night I found myself locked in the central á underground station of Stockholm with a group of 50 hard rockers á who were drunk and equipped with various kinds of chains, etc."
